,x_coordinate,Total_Pressure_Recovery,Avg_total_pressure
459,0.137950634,0.16962695739486164,18693927.116240654
460,0.138379668,0.1692355038862914,18650786.54783693
461,0.138812837,0.16884926451070847,18608220.60874647
462,0.139250182,0.16846798548702727,18566201.330743056
463,0.139691743,0.16809118120989971,18524675.19715031
464,0.140137561,0.1677189249325144,18483650.280917183
465,0.140587677,0.167351524569483,18443160.516115226
466,0.141042132,0.1669873020402763,18403020.968017142
467,0.141500969,0.16662664205972788,18363274.034548175
468,0.141964228,0.16627067719533686,18324044.531566653
469,0.142431954,0.16591677313337116,18285042.14160379
470,0.142904188,0.16556554957232297,18246335.15921975
471,0.143380975,0.16521842000765058,18208079.360250413
472,0.143862358,0.16487362258080906,18170080.577119272
473,0.144348382,0.16452945806035835,18132151.544139422
474,0.144839091,0.16418601990281598,18094302.560790107
475,0.145334531,0.16384443872099694,18056658.22751152
476,0.145834747,0.16350249334506986,18018973.757817026
477,0.146339786,0.1631568986885103,17980887.115099926
478,0.146849693,0.1628109011381669,17942756.07102619
479,0.147364516,0.16246801725161472,17904968.17172656
480,0.147884301,0.16212083799303642,17866706.896185163
